STATEFP,STATE,STATEABBREVIATION,DISTRICT,YEAR,INDICATOR,VALUE
1,Alabama,AL,1,2010,drugdeaths,81
1,Alabama,AL,1,2011,drugdeaths,88
1,Alabama,AL,1,2012,drugdeaths,93
1,Alabama,AL,1,2013,drugdeaths,99
1,Alabama,AL,1,2014,drugdeaths,107
1,Alabama,AL,1,2015,drugdeaths,112
1,Alabama,AL,1,2016,drugdeaths,96
1,Alabama,AL,1,2017,drugdeaths,89
1,Alabama,AL,2,2010,drugdeaths,31
1,Alabama,AL,2,2011,drugdeaths,13
1,Alabama,AL,2,2012,drugdeaths,27
1,Alabama,AL,2,2013,drugdeaths,30
1,Alabama,AL,2,2014,drugdeaths,42
1,Alabama,AL,2,2015,drugdeaths,28
1,Alabama,AL,2,2016,drugdeaths,16
1,Alabama,AL,2,2017,drugdeaths,29
1,Alabama,AL,3,2010,drugdeaths,54
1,Alabama,AL,3,2011,drugdeaths,32
1,Alabama,AL,3,2012,drugdeaths,47
1,Alabama,AL,3,2013,drugdeaths,53
1,Alabama,AL,3,2014,drugdeaths,84
1,Alabama,AL,3,2015,drugdeaths,72
1,Alabama,AL,3,2016,drugdeaths,70
1,Alabama,AL,3,2017,drugdeaths,101
1,Alabama,AL,4,2010,drugdeaths,83
1,Alabama,AL,4,2011,drugdeaths,95
1,Alabama,AL,4,2012,drugdeaths,126
1,Alabama,AL,4,2013,drugdeaths,158
1,Alabama,AL,4,2014,drugdeaths,127
1,Alabama,AL,4,2015,drugdeaths,130
1,Alabama,AL,4,2016,drugdeaths,121
1,Alabama,AL,4,2017,drugdeaths,156
1,Alabama,AL,5,2010,drugdeaths,78
1,Alabama,AL,5,2011,drugdeaths,68
1,Alabama,AL,5,2012,drugdeaths,61
1,Alabama,AL,5,2013,drugdeaths,41
1,Alabama,AL,5,2014,drugdeaths,35
1,Alabama,AL,5,2015,drugdeaths,67
1,Alabama,AL,5,2016,drugdeaths,84
1,Alabama,AL,5,2017,drugdeaths,108
1,Alabama,AL,6,2010,drugdeaths,107
1,Alabama,AL,6,2011,drugdeaths,112
1,Alabama,AL,6,2012,drugdeaths,127
1,Alabama,AL,6,2013,drugdeaths,139
1,Alabama,AL,6,2014,drugdeaths,227
1,Alabama,AL,6,2015,drugdeaths,216
1,Alabama,AL,6,2016,drugdeaths,259
1,Alabama,AL,6,2017,drugdeaths,258
1,Alabama,AL,7,2010,drugdeaths,105
1,Alabama,AL,7,2011,drugdeaths,107
1,Alabama,AL,7,2012,drugdeaths,120
1,Alabama,AL,7,2013,drugdeaths,139
1,Alabama,AL,7,2014,drugdeaths,218
1,Alabama,AL,7,2015,drugdeaths,206
1,Alabama,AL,7,2016,drugdeaths,246
1,Alabama,AL,7,2017,drugdeaths,257
2,Alaska,AK,1,2010,drugdeaths,83
2,Alaska,AK,1,2011,drugdeaths,107
2,Alaska,AK,1,2012,drugdeaths,129
2,Alaska,AK,1,2013,drugdeaths,105
2,Alaska,AK,1,2014,drugdeaths,124
2,Alaska,AK,1,2015,drugdeaths,122
2,Alaska,AK,1,2016,drugdeaths,128
2,Alaska,AK,1,2017,drugdeaths,147
4,Arizona,AZ,1,2010,drugdeaths,1026
4,Arizona,AZ,1,2011,drugdeaths,1019
4,Arizona,AZ,1,2012,drugdeaths,1063
4,Arizona,AZ,1,2013,drugdeaths,1170
4,Arizona,AZ,1,2014,drugdeaths,1127
4,Arizona,AZ,1,2015,drugdeaths,1176
4,Arizona,AZ,1,2016,drugdeaths,1292
4,Arizona,AZ,1,2017,drugdeaths,1446
4,Arizona,AZ,2,2010,drugdeaths,229
4,Arizona,AZ,2,2011,drugdeaths,193
4,Arizona,AZ,2,2012,drugdeaths,238
4,Arizona,AZ,2,2013,drugdeaths,228
4,Arizona,AZ,2,2014,drugdeaths,244
4,Arizona,AZ,2,2015,drugdeaths,266
4,Arizona,AZ,2,2016,drugdeaths,266
4,Arizona,AZ,2,2017,drugdeaths,275
4,Arizona,AZ,3,2010,drugdeaths,888
4,Arizona,AZ,3,2011,drugdeaths,887
4,Arizona,AZ,3,2012,drugdeaths,922
4,Arizona,AZ,3,2013,drugdeaths,995
4,Arizona,AZ,3,2014,drugdeaths,990
4,Arizona,AZ,3,2015,drugdeaths,1028
4,Arizona,AZ,3,2016,drugdeaths,1135
4,Arizona,AZ,3,2017,drugdeaths,1302
4,Arizona,AZ,4,2010,drugdeaths,807
4,Arizona,AZ,4,2011,drugdeaths,810
4,Arizona,AZ,4,2012,drugdeaths,851
4,Arizona,AZ,4,2013,drugdeaths,919
4,Arizona,AZ,4,2014,drugdeaths,902
4,Arizona,AZ,4,2015,drugdeaths,934
4,Arizona,AZ,4,2016,drugdeaths,1041
4,Arizona,AZ,4,2017,drugdeaths,1183
4,Arizona,AZ,5,2010,drugdeaths,609
4,Arizona,AZ,5,2011,drugdeaths,627
4,Arizona,AZ,5,2012,drugdeaths,630
4,Arizona,AZ,5,2013,drugdeaths,705
4,Arizona,AZ,5,2014,drugdeaths,695
4,Arizona,AZ,5,2015,drugdeaths,707
4,Arizona,AZ,5,2016,drugdeaths,797
4,Arizona,AZ,5,2017,drugdeaths,969
4,Arizona,AZ,6,2010,drugdeaths,609
4,Arizona,AZ,6,2011,drugdeaths,627
4,Arizona,AZ,6,2012,drugdeaths,630
4,Arizona,AZ,6,2013,drugdeaths,705
4,Arizona,AZ,6,2014,drugdeaths,695
4,Arizona,AZ,6,2015,drugdeaths,707
4,Arizona,AZ,6,2016,drugdeaths,797
4,Arizona,AZ,6,2017,drugdeaths,969
4,Arizona,AZ,7,2010,drugdeaths,609
4,Arizona,AZ,7,2011,drugdeaths,627
4,Arizona,AZ,7,2012,drugdeaths,630
4,Arizona,AZ,7,2013,drugdeaths,705
4,Arizona,AZ,7,2014,drugdeaths,695
4,Arizona,AZ,7,2015,drugdeaths,707
4,Arizona,AZ,7,2016,drugdeaths,797
4,Arizona,AZ,7,2017,drugdeaths,969
4,Arizona,AZ,8,2010,drugdeaths,609
4,Arizona,AZ,8,2011,drugdeaths,627
4,Arizona,AZ,8,2012,drugdeaths,630
4,Arizona,AZ,8,2013,drugdeaths,705
4,Arizona,AZ,8,2014,drugdeaths,695
4,Arizona,AZ,8,2015,drugdeaths,707
4,Arizona,AZ,8,2016,drugdeaths,797
4,Arizona,AZ,8,2017,drugdeaths,969
4,Arizona,AZ,9,2010,drugdeaths,609
4,Arizona,AZ,9,2011,drugdeaths,627
4,Arizona,AZ,9,2012,drugdeaths,630
4,Arizona,AZ,9,2013,drugdeaths,705
4,Arizona,AZ,9,2014,drugdeaths,695
4,Arizona,AZ,9,2015,drugdeaths,707
4,Arizona,AZ,9,2016,drugdeaths,797
4,Arizona,AZ,9,2017,drugdeaths,969
5,Arkansas,AR,1,2010,drugdeaths,29
5,Arkansas,AR,1,2011,drugdeaths,13
5,Arkansas,AR,1,2012,drugdeaths,10
5,Arkansas,AR,1,2013,drugdeaths,32
5,Arkansas,AR,1,2014,drugdeaths,25
5,Arkansas,AR,1,2015,drugdeaths,54
5,Arkansas,AR,1,2016,drugdeaths,28
5,Arkansas,AR,1,2017,drugdeaths,52
5,Arkansas,AR,2,2010,drugdeaths,71
5,Arkansas,AR,2,2011,drugdeaths,70
5,Arkansas,AR,2,2012,drugdeaths,79
5,Arkansas,AR,2,2013,drugdeaths,78
5,Arkansas,AR,2,2014,drugdeaths,84
5,Arkansas,AR,2,2015,drugdeaths,83
5,Arkansas,AR,2,2016,drugdeaths,101
5,Arkansas,AR,2,2017,drugdeaths,128
5,Arkansas,AR,3,2010,drugdeaths,82
5,Arkansas,AR,3,2011,drugdeaths,94
5,Arkansas,AR,3,2012,drugdeaths,75
5,Arkansas,AR,3,2013,drugdeaths,62
5,Arkansas,AR,3,2014,drugdeaths,80
5,Arkansas,AR,3,2015,drugdeaths,89
5,Arkansas,AR,3,2016,drugdeaths,100
5,Arkansas,AR,3,2017,drugdeaths,75
5,Arkansas,AR,4,2010,drugdeaths,55
5,Arkansas,AR,4,2011,drugdeaths,58
5,Arkansas,AR,4,2012,drugdeaths,53
5,Arkansas,AR,4,2013,drugdeaths,46
5,Arkansas,AR,4,2014,drugdeaths,51
5,Arkansas,AR,4,2015,drugdeaths,68
5,Arkansas,AR,4,2016,drugdeaths,58
5,Arkansas,AR,4,2017,drugdeaths,87
6,California,CA,1,2010,drugdeaths,200
6,California,CA,1,2011,drugdeaths,215
6,California,CA,1,2012,drugdeaths,198
6,California,CA,1,2013,drugdeaths,190
6,California,CA,1,2014,drugdeaths,194
6,California,CA,1,2015,drugdeaths,172
6,California,CA,1,2016,drugdeaths,202
6,California,CA,1,2017,drugdeaths,140
6,California,CA,2,2010,drugdeaths,185
6,California,CA,2,2011,drugdeaths,145
6,California,CA,2,2012,drugdeaths,151
6,California,CA,2,2013,drugdeaths,141
6,California,CA,2,2014,drugdeaths,160
6,California,CA,2,2015,drugdeaths,155
6,California,CA,2,2016,drugdeaths,183
6,California,CA,2,2017,drugdeaths,177
6,California,CA,3,2010,drugdeaths,337
6,California,CA,3,2011,drugdeaths,339
6,California,CA,3,2012,drugdeaths,292
6,California,CA,3,2013,drugdeaths,367
6,California,CA,3,2014,drugdeaths,379
6,California,CA,3,2015,drugdeaths,426
6,California,CA,3,2016,drugdeaths,354
6,California,CA,3,2017,drugdeaths,353
6,California,CA,4,2010,drugdeaths,249
6,California,CA,4,2011,drugdeaths,228
6,California,CA,4,2012,drugdeaths,224
6,California,CA,4,2013,drugdeaths,238
6,California,CA,4,2014,drugdeaths,287
6,California,CA,4,2015,drugdeaths,300
6,California,CA,4,2016,drugdeaths,283
6,California,CA,4,2017,drugdeaths,247
6,California,CA,5,2010,drugdeaths,281
6,California,CA,5,2011,drugdeaths,282
6,California,CA,5,2012,drugdeaths,257
6,California,CA,5,2013,drugdeaths,279
6,California,CA,5,2014,drugdeaths,317
6,California,CA,5,2015,drugdeaths,297
6,California,CA,5,2016,drugdeaths,260
6,California,CA,5,2017,drugdeaths,284
6,California,CA,6,2010,drugdeaths,231
6,California,CA,6,2011,drugdeaths,233
6,California,CA,6,2012,drugdeaths,228
6,California,CA,6,2013,drugdeaths,267
6,California,CA,6,2014,drugdeaths,275
6,California,CA,6,2015,drugdeaths,314
6,California,CA,6,2016,drugdeaths,261
6,California,CA,6,2017,drugdeaths,240
6,California,CA,7,2010,drugdeaths,216
6,California,CA,7,2011,drugdeaths,213
6,California,CA,7,2012,drugdeaths,206
6,California,CA,7,2013,drugdeaths,242
6,California,CA,7,2014,drugdeaths,250
6,California,CA,7,2015,drugdeaths,283
6,California,CA,7,2016,drugdeaths,227
6,California,CA,7,2017,drugdeaths,213
6,California,CA,8,2010,drugdeaths,134
6,California,CA,8,2011,drugdeaths,111
6,California,CA,8,2012,drugdeaths,127
6,California,CA,8,2013,drugdeaths,125
6,California,CA,8,2014,drugdeaths,124
6,California,CA,8,2015,drugdeaths,102
6,California,CA,8,2016,drugdeaths,94
6,California,CA,8,2017,drugdeaths,197
6,California,CA,9,2010,drugdeaths,438
6,California,CA,9,2011,drugdeaths,469
6,California,CA,9,2012,drugdeaths,434
6,California,CA,9,2013,drugdeaths,491
6,California,CA,9,2014,drugdeaths,497
6,California,CA,9,2015,drugdeaths,507
6,California,CA,9,2016,drugdeaths,457
6,California,CA,9,2017,drugdeaths,473
6,California,CA,10,2010,drugdeaths,219
6,California,CA,10,2011,drugdeaths,216
6,California,CA,10,2012,drugdeaths,178
6,California,CA,10,2013,drugdeaths,182
6,California,CA,10,2014,drugdeaths,190
6,California,CA,10,2015,drugdeaths,218
6,California,CA,10,2016,drugdeaths,178
6,California,CA,10,2017,drugdeaths,213
6,California,CA,11,2010,drugdeaths,93
6,California,CA,11,2011,drugdeaths,122
6,California,CA,11,2012,drugdeaths,123
6,California,CA,11,2013,drugdeaths,140
6,California,CA,11,2014,drugdeaths,126
6,California,CA,11,2015,drugdeaths,108
6,California,CA,11,2016,drugdeaths,122
6,California,CA,11,2017,drugdeaths,115
6,California,CA,12,2010,drugdeaths,170
6,California,CA,12,2011,drugdeaths,194
6,California,CA,12,2012,drugdeaths,136
6,California,CA,12,2013,drugdeaths,130
6,California,CA,12,2014,drugdeaths,164
6,California,CA,12,2015,drugdeaths,196
6,California,CA,12,2016,drugdeaths,186
6,California,CA,12,2017,drugdeaths,184
6,California,CA,13,2010,drugdeaths,302
6,California,CA,13,2011,drugdeaths,362
6,California,CA,13,2012,drugdeaths,270
6,California,CA,13,2013,drugdeaths,304
6,California,CA,13,2014,drugdeaths,329
6,California,CA,13,2015,drugdeaths,396
6,California,CA,13,2016,drugdeaths,349
6,California,CA,13,2017,drugdeaths,311
6,California,CA,14,2010,drugdeaths,225
6,California,CA,14,2011,drugdeaths,260
6,California,CA,14,2012,drugdeaths,193
6,California,CA,14,2013,drugdeaths,186
6,California,CA,14,2014,drugdeaths,232
6,California,CA,14,2015,drugdeaths,265
6,California,CA,14,2016,drugdeaths,236
6,California,CA,14,2017,drugdeaths,264
6,California,CA,15,2010,drugdeaths,225
6,California,CA,15,2011,drugdeaths,290
6,California,CA,15,2012,drugdeaths,257
6,California,CA,15,2013,drugdeaths,314
6,California,CA,15,2014,drugdeaths,291
6,California,CA,15,2015,drugdeaths,308
6,California,CA,15,2016,drugdeaths,285
6,California,CA,15,2017,drugdeaths,242
6,California,CA,16,2010,drugdeaths,153
6,California,CA,16,2011,drugdeaths,148
6,California,CA,16,2012,drugdeaths,141
6,California,CA,16,2013,drugdeaths,144
6,California,CA,16,2014,drugdeaths,181
6,California,CA,16,2015,drugdeaths,206
6,California,CA,16,2016,drugdeaths,201
6,California,CA,16,2017,drugdeaths,176
6,California,CA,17,2010,drugdeaths,265
6,California,CA,17,2011,drugdeaths,312
6,California,CA,17,2012,drugdeaths,276
6,California,CA,17,2013,drugdeaths,326
6,California,CA,17,2014,drugdeaths,299
6,California,CA,17,2015,drugdeaths,341
6,California,CA,17,2016,drugdeaths,313
6,California,CA,17,2017,drugdeaths,284
6,California,CA,18,2010,drugdeaths,235
6,California,CA,18,2011,drugdeaths,266
6,California,CA,18,2012,drugdeaths,252
6,California,CA,18,2013,drugdeaths,252
6,California,CA,18,2014,drugdeaths,261
6,California,CA,18,2015,drugdeaths,260
6,California,CA,18,2016,drugdeaths,248
6,California,CA,18,2017,drugdeaths,280
6,California,CA,19,2010,drugdeaths,133
6,California,CA,19,2011,drugdeaths,144
6,California,CA,19,2012,drugdeaths,142
6,California,CA,19,2013,drugdeaths,152
6,California,CA,19,2014,drugdeaths,134
6,California,CA,19,2015,drugdeaths,141
6,California,CA,19,2016,drugdeaths,150
6,California,CA,19,2017,drugdeaths,157
6,California,CA,20,2010,drugdeaths,223
6,California,CA,20,2011,drugdeaths,247
6,California,CA,20,2012,drugdeaths,238
6,California,CA,20,2013,drugdeaths,251
6,California,CA,20,2014,drugdeaths,241
6,California,CA,20,2015,drugdeaths,237
6,California,CA,20,2016,drugdeaths,251
6,California,CA,20,2017,drugdeaths,243
6,California,CA,21,2010,drugdeaths,284
6,California,CA,21,2011,drugdeaths,289
6,California,CA,21,2012,drugdeaths,266
6,California,CA,21,2013,drugdeaths,330
6,California,CA,21,2014,drugdeaths,402
6,California,CA,21,2015,drugdeaths,414
6,California,CA,21,2016,drugdeaths,403
6,California,CA,21,2017,drugdeaths,402
6,California,CA,22,2010,drugdeaths,130
6,California,CA,22,2011,drugdeaths,124
6,California,CA,22,2012,drugdeaths,107
6,California,CA,22,2013,drugdeaths,127
6,California,CA,22,2014,drugdeaths,165
6,California,CA,22,2015,drugdeaths,186
6,California,CA,22,2016,drugdeaths,186
6,California,CA,22,2017,drugdeaths,158
6,California,CA,23,2010,drugdeaths,866
6,California,CA,23,2011,drugdeaths,869
6,California,CA,23,2012,drugdeaths,869
6,California,CA,23,2013,drugdeaths,1034
6,California,CA,23,2014,drugdeaths,984
6,California,CA,23,2015,drugdeaths,990
6,California,CA,23,2016,drugdeaths,1068
6,California,CA,23,2017,drugdeaths,1181
6,California,CA,24,2010,drugdeaths,184
6,California,CA,24,2011,drugdeaths,195
6,California,CA,24,2012,drugdeaths,193
6,California,CA,24,2013,drugdeaths,217
6,California,CA,24,2014,drugdeaths,210
6,California,CA,24,2015,drugdeaths,242
6,California,CA,24,2016,drugdeaths,223
6,California,CA,24,2017,drugdeaths,258
6,California,CA,25,2010,drugdeaths,796
6,California,CA,25,2011,drugdeaths,795
6,California,CA,25,2012,drugdeaths,795
6,California,CA,25,2013,drugdeaths,941
6,California,CA,25,2014,drugdeaths,856
6,California,CA,25,2015,drugdeaths,851
6,California,CA,25,2016,drugdeaths,931
6,California,CA,25,2017,drugdeaths,1065
6,California,CA,26,2010,drugdeaths,796
6,California,CA,26,2011,drugdeaths,795
6,California,CA,26,2012,drugdeaths,795
6,California,CA,26,2013,drugdeaths,941
6,California,CA,26,2014,drugdeaths,856
6,California,CA,26,2015,drugdeaths,851
6,California,CA,26,2016,drugdeaths,931
6,California,CA,26,2017,drugdeaths,1065
6,California,CA,27,2010,drugdeaths,834
6,California,CA,27,2011,drugdeaths,795
6,California,CA,27,2012,drugdeaths,809
6,California,CA,27,2013,drugdeaths,940
6,California,CA,27,2014,drugdeaths,859
6,California,CA,27,2015,drugdeaths,834
6,California,CA,27,2016,drugdeaths,915
6,California,CA,27,2017,drugdeaths,1114
6,California,CA,28,2010,drugdeaths,700
6,California,CA,28,2011,drugdeaths,684
6,California,CA,28,2012,drugdeaths,682
6,California,CA,28,2013,drugdeaths,815
6,California,CA,28,2014,drugdeaths,735
6,California,CA,28,2015,drugdeaths,732
6,California,CA,28,2016,drugdeaths,821
6,California,CA,28,2017,drugdeaths,917
6,California,CA,29,2010,drugdeaths,700
6,California,CA,29,2011,drugdeaths,684
6,California,CA,29,2012,drugdeaths,682
6,California,CA,29,2013,drugdeaths,815
6,California,CA,29,2014,drugdeaths,735
6,California,CA,29,2015,drugdeaths,732
6,California,CA,29,2016,drugdeaths,821
6,California,CA,29,2017,drugdeaths,917
6,California,CA,30,2010,drugdeaths,796
6,California,CA,30,2011,drugdeaths,795
6,California,CA,30,2012,drugdeaths,795
6,California,CA,30,2013,drugdeaths,941
6,California,CA,30,2014,drugdeaths,856
6,California,CA,30,2015,drugdeaths,851
6,California,CA,30,2016,drugdeaths,931
6,California,CA,30,2017,drugdeaths,1065
6,California,CA,31,2010,drugdeaths,134
6,California,CA,31,2011,drugdeaths,111
6,California,CA,31,2012,drugdeaths,127
6,California,CA,31,2013,drugdeaths,125
6,California,CA,31,2014,drugdeaths,124
6,California,CA,31,2015,drugdeaths,102
6,California,CA,31,2016,drugdeaths,94
6,California,CA,31,2017,drugdeaths,197
6,California,CA,32,2010,drugdeaths,700
6,California,CA,32,2011,drugdeaths,684
6,California,CA,32,2012,drugdeaths,682
6,California,CA,32,2013,drugdeaths,815
6,California,CA,32,2014,drugdeaths,735
6,California,CA,32,2015,drugdeaths,732
6,California,CA,32,2016,drugdeaths,821
6,California,CA,32,2017,drugdeaths,917
6,California,CA,33,2010,drugdeaths,700
6,California,CA,33,2011,drugdeaths,684
6,California,CA,33,2012,drugdeaths,682
6,California,CA,33,2013,drugdeaths,815
6,California,CA,33,2014,drugdeaths,735
6,California,CA,33,2015,drugdeaths,732
6,California,CA,33,2016,drugdeaths,821
6,California,CA,33,2017,drugdeaths,917
6,California,CA,34,2010,drugdeaths,700
6,California,CA,34,2011,drugdeaths,684
6,California,CA,34,2012,drugdeaths,682
6,California,CA,34,2013,drugdeaths,815
6,California,CA,34,2014,drugdeaths,735
6,California,CA,34,2015,drugdeaths,732
6,California,CA,34,2016,drugdeaths,821
6,California,CA,34,2017,drugdeaths,917
6,California,CA,35,2010,drugdeaths,834
6,California,CA,35,2011,drugdeaths,795
6,California,CA,35,2012,drugdeaths,809
6,California,CA,35,2013,drugdeaths,940
6,California,CA,35,2014,drugdeaths,859
6,California,CA,35,2015,drugdeaths,834
6,California,CA,35,2016,drugdeaths,915
6,California,CA,35,2017,drugdeaths,1114
6,California,CA,36,2010,drugdeaths,255
6,California,CA,36,2011,drugdeaths,254
6,California,CA,36,2012,drugdeaths,286
6,California,CA,36,2013,drugdeaths,317
6,California,CA,36,2014,drugdeaths,327
6,California,CA,36,2015,drugdeaths,337
6,California,CA,36,2016,drugdeaths,353
6,California,CA,36,2017,drugdeaths,412
6,California,CA,37,2010,drugdeaths,700
6,California,CA,37,2011,drugdeaths,684
6,California,CA,37,2012,drugdeaths,682
6,California,CA,37,2013,drugdeaths,815
6,California,CA,37,2014,drugdeaths,735
6,California,CA,37,2015,drugdeaths,732
6,California,CA,37,2016,drugdeaths,821
6,California,CA,37,2017,drugdeaths,917
6,California,CA,38,2010,drugdeaths,1013
6,California,CA,38,2011,drugdeaths,1003
6,California,CA,38,2012,drugdeaths,1002
6,California,CA,38,2013,drugdeaths,1173
6,California,CA,38,2014,drugdeaths,1107
6,California,CA,38,2015,drugdeaths,1113
6,California,CA,38,2016,drugdeaths,1236
6,California,CA,38,2017,drugdeaths,1289
6,California,CA,39,2010,drugdeaths,1147
6,California,CA,39,2011,drugdeaths,1114
6,California,CA,39,2012,drugdeaths,1129
6,California,CA,39,2013,drugdeaths,1298
6,California,CA,39,2014,drugdeaths,1231
6,California,CA,39,2015,drugdeaths,1215
6,California,CA,39,2016,drugdeaths,1330
6,California,CA,39,2017,drugdeaths,1486
6,California,CA,40,2010,drugdeaths,700
6,California,CA,40,2011,drugdeaths,684
6,California,CA,40,2012,drugdeaths,682
6,California,CA,40,2013,drugdeaths,815
6,California,CA,40,2014,drugdeaths,735
6,California,CA,40,2015,drugdeaths,732
6,California,CA,40,2016,drugdeaths,821
6,California,CA,40,2017,drugdeaths,917
6,California,CA,41,2010,drugdeaths,255
6,California,CA,41,2011,drugdeaths,254
6,California,CA,41,2012,drugdeaths,286
6,California,CA,41,2013,drugdeaths,317
6,California,CA,41,2014,drugdeaths,327
6,California,CA,41,2015,drugdeaths,337
6,California,CA,41,2016,drugdeaths,353
6,California,CA,41,2017,drugdeaths,412
6,California,CA,42,2010,drugdeaths,255
6,California,CA,42,2011,drugdeaths,254
6,California,CA,42,2012,drugdeaths,286
6,California,CA,42,2013,drugdeaths,317
6,California,CA,42,2014,drugdeaths,327
6,California,CA,42,2015,drugdeaths,337
6,California,CA,42,2016,drugdeaths,353
6,California,CA,42,2017,drugdeaths,412
6,California,CA,43,2010,drugdeaths,700
6,California,CA,43,2011,drugdeaths,684
6,California,CA,43,2012,drugdeaths,682
6,California,CA,43,2013,drugdeaths,815
6,California,CA,43,2014,drugdeaths,735
6,California,CA,43,2015,drugdeaths,732
6,California,CA,43,2016,drugdeaths,821
6,California,CA,43,2017,drugdeaths,917
6,California,CA,44,2010,drugdeaths,700
6,California,CA,44,2011,drugdeaths,684
6,California,CA,44,2012,drugdeaths,682
6,California,CA,44,2013,drugdeaths,815
6,California,CA,44,2014,drugdeaths,735
6,California,CA,44,2015,drugdeaths,732
6,California,CA,44,2016,drugdeaths,821
6,California,CA,44,2017,drugdeaths,917
6,California,CA,45,2010,drugdeaths,313
6,California,CA,45,2011,drugdeaths,319
6,California,CA,45,2012,drugdeaths,320
6,California,CA,45,2013,drugdeaths,358
6,California,CA,45,2014,drugdeaths,372
6,California,CA,45,2015,drugdeaths,381
6,California,CA,45,2016,drugdeaths,415
6,California,CA,45,2017,drugdeaths,372
6,California,CA,46,2010,drugdeaths,313
6,California,CA,46,2011,drugdeaths,319
6,California,CA,46,2012,drugdeaths,320
6,California,CA,46,2013,drugdeaths,358
6,California,CA,46,2014,drugdeaths,372
6,California,CA,46,2015,drugdeaths,381
6,California,CA,46,2016,drugdeaths,415
6,California,CA,46,2017,drugdeaths,372
6,California,CA,47,2010,drugdeaths,1013
6,California,CA,47,2011,drugdeaths,1003
6,California,CA,47,2012,drugdeaths,1002
6,California,CA,47,2013,drugdeaths,1173
6,California,CA,47,2014,drugdeaths,1107
6,California,CA,47,2015,drugdeaths,1113
6,California,CA,47,2016,drugdeaths,1236
6,California,CA,47,2017,drugdeaths,1289
6,California,CA,48,2010,drugdeaths,313
6,California,CA,48,2011,drugdeaths,319
6,California,CA,48,2012,drugdeaths,320
6,California,CA,48,2013,drugdeaths,358
6,California,CA,48,2014,drugdeaths,372
6,California,CA,48,2015,drugdeaths,381
6,California,CA,48,2016,drugdeaths,415
6,California,CA,48,2017,drugdeaths,372
6,California,CA,49,2010,drugdeaths,680
6,California,CA,49,2011,drugdeaths,734
6,California,CA,49,2012,drugdeaths,744
6,California,CA,49,2013,drugdeaths,786
6,California,CA,49,2014,drugdeaths,791
6,California,CA,49,2015,drugdeaths,800
6,California,CA,49,2016,drugdeaths,849
6,California,CA,49,2017,drugdeaths,855
6,California,CA,50,2010,drugdeaths,622
6,California,CA,50,2011,drugdeaths,669
6,California,CA,50,2012,drugdeaths,710
6,California,CA,50,2013,drugdeaths,745
6,California,CA,50,2014,drugdeaths,746
6,California,CA,50,2015,drugdeaths,756
6,California,CA,50,2016,drugdeaths,787
6,California,CA,50,2017,drugdeaths,895
6,California,CA,51,2010,drugdeaths,377
6,California,CA,51,2011,drugdeaths,438
6,California,CA,51,2012,drugdeaths,444
6,California,CA,51,2013,drugdeaths,458
6,California,CA,51,2014,drugdeaths,445
6,California,CA,51,2015,drugdeaths,460
6,California,CA,51,2016,drugdeaths,470
6,California,CA,51,2017,drugdeaths,504
6,California,CA,52,2010,drugdeaths,367
6,California,CA,52,2011,drugdeaths,415
6,California,CA,52,2012,drugdeaths,424
6,California,CA,52,2013,drugdeaths,428
6,California,CA,52,2014,drugdeaths,419
6,California,CA,52,2015,drugdeaths,419
6,California,CA,52,2016,drugdeaths,434
6,California,CA,52,2017,drugdeaths,483
6,California,CA,53,2010,drugdeaths,367
6,California,CA,53,2011,drugdeaths,415
6,California,CA,53,2012,drugdeaths,424
6,California,CA,53,2013,drugdeaths,428
6,California,CA,53,2014,drugdeaths,419
6,California,CA,53,2015,drugdeaths,419
6,California,CA,53,2016,drugdeaths,434
6,California,CA,53,2017,drugdeaths,483
8,Colorado,CO,1,2010,drugdeaths,266
8,Colorado,CO,1,2011,drugdeaths,318
8,Colorado,CO,1,2012,drugdeaths,294
8,Colorado,CO,1,2013,drugdeaths,304
8,Colorado,CO,1,2014,drugdeaths,324
8,Colorado,CO,1,2015,drugdeaths,307
8,Colorado,CO,1,2016,drugdeaths,315
8,Colorado,CO,1,2017,drugdeaths,332
8,Colorado,CO,2,2010,drugdeaths,148
8,Colorado,CO,2,2011,drugdeaths,200
8,Colorado,CO,2,2012,drugdeaths,186
8,Colorado,CO,2,2013,drugdeaths,241
8,Colorado,CO,2,2014,drugdeaths,228
8,Colorado,CO,2,2015,drugdeaths,216
8,Colorado,CO,2,2016,drugdeaths,217
8,Colorado,CO,2,2017,drugdeaths,224
8,Colorado,CO,3,2010,drugdeaths,45
8,Colorado,CO,3,2011,drugdeaths,76
8,Colorado,CO,3,2012,drugdeaths,72
8,Colorado,CO,3,2013,drugdeaths,65
8,Colorado,CO,3,2014,drugdeaths,65
8,Colorado,CO,3,2015,drugdeaths,90
8,Colorado,CO,3,2016,drugdeaths,87
8,Colorado,CO,3,2017,drugdeaths,91
8,Colorado,CO,4,2010,drugdeaths,222
8,Colorado,CO,4,2011,drugdeaths,277
8,Colorado,CO,4,2012,drugdeaths,276
8,Colorado,CO,4,2013,drugdeaths,300
8,Colorado,CO,4,2014,drugdeaths,306
8,Colorado,CO,4,2015,drugdeaths,300
8,Colorado,CO,4,2016,drugdeaths,302
8,Colorado,CO,4,2017,drugdeaths,304
8,Colorado,CO,5,2010,drugdeaths,79
8,Colorado,CO,5,2011,drugdeaths,99
8,Colorado,CO,5,2012,drugdeaths,100
8,Colorado,CO,5,2013,drugdeaths,110
